loss,accuracy,val_loss,val_accuracy
1.9688955545425415,0.40392857789993286,4.349250316619873,0.07500000298023224
1.2443785667419434,0.5980356931686401,6.599802494049072,0.07500000298023224
0.9461871981620789,0.6883928775787354,7.6323981285095215,0.061666667461395264
0.7357143759727478,0.7510714530944824,7.6119842529296875,0.20916666090488434
0.6609934568405151,0.7839285731315613,1.0355104207992554,0.7024999856948853
0.5079759359359741,0.8344643115997314,4.443396091461182,0.4516666531562805
0.48286938667297363,0.8421428799629211,1.5644683837890625,0.7191666960716248
0.4160718321800232,0.8633928298950195,1.8516520261764526,0.6466666460037231
0.41440320014953613,0.8623214364051819,2.852186441421509,0.5924999713897705
0.37748265266418457,0.8751785755157471,4.705791473388672,0.43166667222976685
0.33799171447753906,0.8866071701049805,1.2282627820968628,0.7391666769981384
0.33195817470550537,0.8964285850524902,2.180053234100342,0.6333333253860474
0.29281294345855713,0.9041071534156799,3.182769298553467,0.503333330154419
0.30234426259994507,0.9024999737739563,1.3617950677871704,0.7308333516120911
0.25817373394966125,0.914642870426178,1.3486987352371216,0.7074999809265137
0.24382516741752625,0.925178587436676,0.6927248239517212,0.8316666483879089
0.20678244531154633,0.927142858505249,5.680543899536133,0.4233333468437195
0.21166996657848358,0.925000011920929,1.2334195375442505,0.7633333206176758
0.2104717642068863,0.9305357336997986,2.2898483276367188,0.6008333563804626
0.1952303797006607,0.9382143020629883,0.5224106907844543,0.8741666674613953
0.16587042808532715,0.9416071176528931,1.1487011909484863,0.8066666722297668
0.17445257306098938,0.9410714507102966,5.6857686042785645,0.503333330154419
0.16349802911281586,0.9424999952316284,0.5609635710716248,0.8799999952316284
0.14214999973773956,0.9548214077949524,0.3129054307937622,0.92166668176651
0.16274450719356537,0.9485714435577393,1.0827556848526,0.8424999713897705
0.13478103280067444,0.9549999833106995,0.7490575909614563,0.8241666555404663
0.15160514414310455,0.9512500166893005,0.5589427947998047,0.8758333325386047
0.1465425044298172,0.9487500190734863,1.0758885145187378,0.7649999856948853
0.1222728043794632,0.9596428275108337,1.734339952468872,0.7258333563804626
0.12489297986030579,0.958392858505249,0.5111743211746216,0.887499988079071
0.1348038911819458,0.9546428322792053,0.6333562135696411,0.878333330154419
0.12640726566314697,0.9617857336997986,0.3342469036579132,0.934166669845581
0.11080273985862732,0.9658928513526917,0.48438894748687744,0.9116666913032532
0.11497530341148376,0.9608928561210632,0.5477648973464966,0.8958333134651184
0.10827389359474182,0.9644643068313599,0.8374719023704529,0.85916668176651
0.10512077063322067,0.9676785469055176,0.987095832824707,0.8050000071525574
0.09895235300064087,0.9669643044471741,0.4740254282951355,0.9075000286102295
0.10628938674926758,0.964821457862854,0.27235814929008484,0.9366666674613953
0.0932520404458046,0.9692857265472412,0.44689661264419556,0.9325000047683716
0.08663235604763031,0.9712499976158142,0.7383410930633545,0.85916668176651
0.08767571300268173,0.9717857241630554,1.1982553005218506,0.8033333420753479
0.09740090370178223,0.9691071510314941,0.438775897026062,0.9233333468437195
0.08436698466539383,0.970714271068573,0.3371294140815735,0.9366666674613953
0.0812760666012764,0.9750000238418579,0.42956823110580444,0.9066666960716248
0.08964108675718307,0.9705356955528259,0.34658318758010864,0.9258333444595337
0.07782147824764252,0.975178599357605,0.25257083773612976,0.9416666626930237
0.06649264693260193,0.9775000214576721,1.1563626527786255,0.824999988079071
0.07011281698942184,0.9782142639160156,0.5708175897598267,0.9308333396911621
0.08272258937358856,0.975178599357605,0.7979902029037476,0.8841666579246521
0.08617757260799408,0.9725000262260437,0.23914794623851776,0.9524999856948853
