loss,accuracy,val_loss,val_accuracy
1.887708067893982,0.41482141613960266,3.754790782928467,0.05166666582226753
1.180553913116455,0.614464282989502,5.816701412200928,0.05166666582226753
0.8162050843238831,0.7239285707473755,6.158613681793213,0.05166666582226753
0.6563146114349365,0.7789285778999329,5.504480838775635,0.2591666579246521
0.5332499742507935,0.8223214149475098,0.9603758454322815,0.7149999737739563
0.49943506717681885,0.8339285850524902,1.5353302955627441,0.6983333230018616
0.41952139139175415,0.8637499809265137,1.1620190143585205,0.746666669845581
0.3779267966747284,0.8801785707473755,1.6295353174209595,0.7441666722297668
0.34824392199516296,0.8837500214576721,1.2149256467819214,0.7741666436195374
0.30354222655296326,0.8953571319580078,0.9990639090538025,0.7850000262260437
0.30954572558403015,0.8960714340209961,2.503439426422119,0.6633333563804626
0.28402426838874817,0.908214271068573,0.616174042224884,0.8483333587646484
0.2462598979473114,0.9192857146263123,2.1442906856536865,0.6200000047683716
0.24965600669384003,0.9133928418159485,1.0133639574050903,0.7958333492279053
0.25144094228744507,0.9180356860160828,1.0490056276321411,0.778333306312561
0.21365046501159668,0.926964282989502,0.7857654690742493,0.8075000047683716
0.21523359417915344,0.9301785826683044,1.6033765077590942,0.7058333158493042
0.20581893622875214,0.9364285469055176,0.4569915235042572,0.8741666674613953
0.18370191752910614,0.9396428465843201,0.3229592442512512,0.9141666889190674
0.1720917969942093,0.9421428442001343,0.9455793499946594,0.8258333206176758
0.1705702692270279,0.9441071152687073,0.934994637966156,0.8016666769981384
0.14764615893363953,0.9523214101791382,0.7278128266334534,0.8458333611488342
0.186045840382576,0.9383928775787354,0.19748139381408691,0.9399999976158142
0.15264399349689484,0.9496428370475769,0.4450787305831909,0.8891666531562805
0.131153404712677,0.9576785564422607,0.1637176126241684,0.965833306312561
0.12705086171627045,0.958214282989502,0.2979844808578491,0.9233333468437195
0.1224965751171112,0.9589285850524902,0.39036303758621216,0.8808333277702332
0.15353260934352875,0.9533928632736206,0.5657207369804382,0.8933333158493042
0.10561057925224304,0.964821457862854,0.17592383921146393,0.9691666960716248
0.1413341462612152,0.9514285922050476,3.440661668777466,0.6166666746139526
0.1143321543931961,0.9639285802841187,0.6748169660568237,0.8708333373069763
0.10244263708591461,0.9658928513526917,0.1729457825422287,0.9591666460037231
0.09537314623594284,0.9698214530944824,0.17551493644714355,0.9633333086967468
0.10004629194736481,0.9664285778999329,0.39585456252098083,0.9225000143051147
0.08452629297971725,0.9721428751945496,0.13231529295444489,0.9741666913032532
0.10194571316242218,0.9666071534156799,0.19576893746852875,0.9483333230018616
0.10524912923574448,0.9678571224212646,0.7220486998558044,0.8174999952316284
0.0704556405544281,0.9762499928474426,0.4255605936050415,0.89083331823349
0.08730249851942062,0.9719642996788025,0.49317169189453125,0.8916666507720947
0.08554873615503311,0.9723214507102966,0.1260003000497818,0.9691666960716248
0.07803380489349365,0.9755356907844543,0.3176749050617218,0.9325000047683716
0.0758657306432724,0.9728571176528931,0.39410874247550964,0.9133333563804626
0.08270731568336487,0.9757142663002014,0.23538126051425934,0.9424999952316284
0.058167435228824615,0.9808928370475769,0.4365144968032837,0.8974999785423279
0.06321725994348526,0.9775000214576721,0.254043310880661,0.9300000071525574
0.07204588502645493,0.977321445941925,0.1403575986623764,0.9691666960716248
0.06855056434869766,0.9787499904632568,0.3103911578655243,0.9325000047683716
0.06800977140665054,0.9778571724891663,0.09483682364225388,0.9775000214576721
0.056443601846694946,0.9823214411735535,0.12908704578876495,0.9791666865348816
0.05325093865394592,0.9817857146263123,0.09354576468467712,0.9725000262260437
